path,label,label_name,group,part,split
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/2550500-2 10x.JPG,1,fine,slide_2550500,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/2652970 10x 1.JPG,1,fine,slide_2652970,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/2652970 5x 1.JPG,1,fine,slide_2652970,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/2652973 10x 1.JPG,1,fine,slide_2652973,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/2652973 10x 3.JPG,1,fine,slide_2652973,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/2652976 10x 2.JPG,1,fine,slide_2652976,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/2652976 10x 3.JPG,1,fine,slide_2652976,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/2652979 10x 10.JPG,1,fine,slide_2652979,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/2652980 10x 2.JPG,1,fine,slide_2652980,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/2652980 10x 4.JPG,1,fine,slide_2652980,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/2652980 10x 8.JPG,1,fine,slide_2652980,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN2043.JPG,1,fine,refractory_ores/dscn2043,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN2046.JPG,1,fine,refractory_ores/dscn2046,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN2049.JPG,1,fine,refractory_ores/dscn2049,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN2062.JPG,1,fine,refractory_ores/dscn2062,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN2128.JPG,1,fine,refractory_ores/dscn2128,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN2150.JPG,1,fine,refractory_ores/dscn2150,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN2155.JPG,1,fine,refractory_ores/dscn2155,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN2157.JPG,1,fine,refractory_ores/dscn2157,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN2158.JPG,1,fine,refractory_ores/dscn2158,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN2160.JPG,1,fine,refractory_ores/dscn2160,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN2166.JPG,1,fine,refractory_ores/dscn2166,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN2236.JPG,1,fine,refractory_ores/dscn2236,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN2244.JPG,1,fine,refractory_ores/dscn2244,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN2249.JPG,1,fine,refractory_ores/dscn2249,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN2250.JPG,1,fine,refractory_ores/dscn2250,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN2256.JPG,1,fine,refractory_ores/dscn2256,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN3830.JPG,1,fine,refractory_ores/dscn3830,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN3833.JPG,1,fine,refractory_ores/dscn3833,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN3836.JPG,1,fine,refractory_ores/dscn3836,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN4055.JPG,1,fine,refractory_ores/dscn4055,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN4058.JPG,1,fine,refractory_ores/dscn4058,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN4636.JPG,1,fine,refractory_ores/dscn4636,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN4748.JPG,1,fine,refractory_ores/dscn4748,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN4749.JPG,1,fine,refractory_ores/dscn4749,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN4751.JPG,1,fine,refractory_ores/dscn4751,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN4770.JPG,1,fine,refractory_ores/dscn4770,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN4785.JPG,1,fine,refractory_ores/dscn4785,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN4788.JPG,1,fine,refractory_ores/dscn4788,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN4789.JPG,1,fine,refractory_ores/dscn4789,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN4790.JPG,1,fine,refractory_ores/dscn4790,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN5037.JPG,1,fine,refractory_ores/dscn5037,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN5039.JPG,1,fine,refractory_ores/dscn5039,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN5049.JPG,1,fine,refractory_ores/dscn5049,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/refractory_ores/DSCN5181.JPG,1,fine,refractory_ores/dscn5181,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/2539589-1.JPG,0,normal,slide_2539589,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/2539589-2.JPG,0,normal,slide_2539589,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/2539590-1.JPG,0,normal,slide_2539590,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/2544791-1 10x аншлиф.JPG,0,normal,slide_2544791,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/2544791-2 10x аншлиф.JPG,0,normal,slide_2544791,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/2544791-2 20x аншлиф.JPG,0,normal,slide_2544791,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/2544793-2 10x аншлиф.JPG,0,normal,slide_2544793,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/2548036 5x 1.JPG,0,normal,slide_2548036,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/2548036 5x 2.JPG,0,normal,slide_2548036,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/2548037 10x 2.JPG,0,normal,slide_2548037,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/2548037 10x 3.JPG,0,normal,slide_2548037,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/2550496-1 20x.JPG,0,normal,slide_2550496,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/2550501-1 20x.JPG,0,normal,slide_2550501,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/2550501-2 10x.JPG,0,normal,slide_2550501,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/2550501-3 10x (1).JPG,0,normal,slide_2550501,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/2550506-1 5x.JPG,0,normal,slide_2550506,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/2550506-2 10x.JPG,0,normal,slide_2550506,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/2652979 10x 5.JPG,0,normal,slide_2652979,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/2652981 10x 5.JPG,0,normal,slide_2652981,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/2652982 5x 16.JPG,0,normal,slide_2652982,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/2652982 5x 2.JPG,0,normal,slide_2652982,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/2652982 5x 4.JPG,0,normal,slide_2652982,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/2652982 5x 7.JPG,0,normal,slide_2652982,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/2652982 5x 9.JPG,0,normal,slide_2652982,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN2012.JPG,0,normal,run_of_mine_ores/dscn2012,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN2059.JPG,0,normal,run_of_mine_ores/dscn2059,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN2064.JPG,0,normal,run_of_mine_ores/dscn2064,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN2065.JPG,0,normal,run_of_mine_ores/dscn2065,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN2066.JPG,0,normal,run_of_mine_ores/dscn2066,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN2114.JPG,0,normal,run_of_mine_ores/dscn2114,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN2121.JPG,0,normal,run_of_mine_ores/dscn2121,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN2134.JPG,0,normal,run_of_mine_ores/dscn2134,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN2151.JPG,0,normal,run_of_mine_ores/dscn2151,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN2154.JPG,0,normal,run_of_mine_ores/dscn2154,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN2174.JPG,0,normal,run_of_mine_ores/dscn2174,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN2176.JPG,0,normal,run_of_mine_ores/dscn2176,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN2191.JPG,0,normal,run_of_mine_ores/dscn2191,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN2258.JPG,0,normal,run_of_mine_ores/dscn2258,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN2260.JPG,0,normal,run_of_mine_ores/dscn2260,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN2261.JPG,0,normal,run_of_mine_ores/dscn2261,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN2265.JPG,0,normal,run_of_mine_ores/dscn2265,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN3800.JPG,0,normal,run_of_mine_ores/dscn3800,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN3801.JPG,0,normal,run_of_mine_ores/dscn3801,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN3802.JPG,0,normal,run_of_mine_ores/dscn3802,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN3804.JPG,0,normal,run_of_mine_ores/dscn3804,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN3805.JPG,0,normal,run_of_mine_ores/dscn3805,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN3820.JPG,0,normal,run_of_mine_ores/dscn3820,ore_photos_by_grade_part1,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN3821.JPG,0,normal,run_of_mine_ores/dscn3821,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN3824.JPG,0,normal,run_of_mine_ores/dscn3824,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN3827.JPG,0,normal,run_of_mine_ores/dscn3827,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN3831.JPG,0,normal,run_of_mine_ores/dscn3831,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN3845.JPG,0,normal,run_of_mine_ores/dscn3845,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN3859.JPG,0,normal,run_of_mine_ores/dscn3859,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN3866.JPG,0,normal,run_of_mine_ores/dscn3866,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN3867.JPG,0,normal,run_of_mine_ores/dscn3867,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN3871.JPG,0,normal,run_of_mine_ores/dscn3871,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN3872.JPG,0,normal,run_of_mine_ores/dscn3872,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN3874.JPG,0,normal,run_of_mine_ores/dscn3874,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN3875.JPG,0,normal,run_of_mine_ores/dscn3875,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN3899.JPG,0,normal,run_of_mine_ores/dscn3899,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN3902.JPG,0,normal,run_of_mine_ores/dscn3902,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN4051.JPG,0,normal,run_of_mine_ores/dscn4051,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN4054.JPG,0,normal,run_of_mine_ores/dscn4054,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN5019.JPG,0,normal,run_of_mine_ores/dscn5019,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN5024.JPG,0,normal,run_of_mine_ores/dscn5024,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN5025.JPG,0,normal,run_of_mine_ores/dscn5025,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN5179.JPG,0,normal,run_of_mine_ores/dscn5179,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part1/run_of_mine_ores/DSCN5182.JPG,0,normal,run_of_mine_ores/dscn5182,ore_photos_by_grade_part1,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/-4.jpg,1,fine,fine_grained/-4,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/-61.jpg,1,fine,fine_grained/-61,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/-62.jpg,1,fine,fine_grained/-62,ore_photos_by_grade_part2,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/1-.jpg,1,fine,fine_grained/1,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/1.bmp,1,fine,fine_grained/1,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/10.jpg,1,fine,fine_grained/10,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/100.JPG,1,fine,fine_grained/100,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/101.JPG,1,fine,fine_grained/101,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/102.JPG,1,fine,fine_grained/102,ore_photos_by_grade_part2,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/103.JPG,1,fine,fine_grained/103,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/104.JPG,1,fine,fine_grained/104,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/105.JPG,1,fine,fine_grained/105,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/106 (2).JPG,1,fine,fine_grained/106,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/106.JPG,1,fine,fine_grained/106,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/107.JPG,1,fine,fine_grained/107,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/107_.jpg,1,fine,fine_grained/107,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/108.JPG,1,fine,fine_grained/108,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/108_.jpg,1,fine,fine_grained/108,ore_photos_by_grade_part2,trainval
